t,feet,ft/s,slip,ft/s/s,amps/10,Vm,20130924_2231 Kro=10.0 Krv= 0.0 Kf=0.9 Vspec=12.0 Tspec=343.4 Wspec= 5310 Ispec=133.0 Rcom=0.013 Vbat=12.70 Rone=0.002 n=4 G=12.75 r=3.0 M=150 uk=0.70 us=1.00
0.849,5.880498,10.475783,0,2.15248,3.24589,12.261805,
0.85,5.890975,10.477931,0,2.143799,3.239332,12.26269,
0.851,5.901454,10.480071,0,2.135153,3.232802,12.263572,
0.852,5.911935,10.482202,0,2.126542,3.226298,12.26445,
0.853,5.922419,10.484324,0,2.117965,3.21982,12.265324,
0.854,5.932904,10.486438,0,2.109423,3.213368,12.266195,
0.855,5.943391,10.488543,0,2.100915,3.206942,12.267063,
0.856,5.953881,10.49064,0,2.092442,3.200542,12.267927,
0.857,5.964373,10.492728,0,2.084003,3.194168,12.268787,
0.858,5.974867,10.494808,0,2.075598,3.187819,12.269644,
0.859,5.985362,10.496879,0,2.067227,3.181496,12.270498,
0.86,5.99586,10.498942,0,2.058889,3.175199,12.271348,
0.861,6.00636,10.500997,0,2.050586,3.168927,12.272195,
0.862,6.016862,10.503043,0,2.042315,3.162681,12.273038,
0.863,6.027366,10.505081,0,2.034079,3.156459,12.273878,
0.864,6.037872,10.507111,0,2.025875,3.150263,12.274715,
0.865,6.048381,10.509133,0,2.017704,3.144091,12.275548,
0.866,6.058891,10.511147,0,2.009567,3.137945,12.276377,
0.867,6.069403,10.513152,0,2.001462,3.131823,12.277204,
0.868,6.079917,10.51515,0,1.99339,3.125726,12.278027,
0.869,6.090433,10.517139,0,1.98535,3.119654,12.278847,
0.87,6.100951,10.51912,0,1.977343,3.113606,12.279663,
0.871,6.111471,10.521094,0,1.969368,3.107582,12.280476,
0.872,6.121993,10.523059,0,1.961425,3.101583,12.281286,
0.873,6.132517,10.525017,0,1.953515,3.095608,12.282093,
0.874,6.143043,10.526966,0,1.945636,3.089657,12.282896,
0.875,6.153571,10.528908,0,1.937789,3.08373,12.283696,
0.876,6.164101,10.530842,0,1.929973,3.077827,12.284493,
0.877,6.174633,10.532768,0,1.92219,3.071948,12.285287,
0.878,6.185167,10.534686,0,1.914437,3.066092,12.286078,
0.879,6.195702,10.536597,0,1.906716,3.06026,12.286865,
0.88,6.20624,10.5385,0,1.899026,3.054452,12.287649,
0.881,6.216779,10.540395,0,1.891367,3.048667,12.28843,
0.882,6.227321,10.542282,0,1.883739,3.042906,12.289208,
0.883,6.237864,10.544162,0,1.876141,3.037167,12.289982,
0.884,6.248409,10.546035,0,1.868575,3.031452,12.290754,
0.885,6.258956,10.547899,0,1.861039,3.02576,12.291522,
0.886,6.269505,10.549757,0,1.853533,3.02009,12.292288,
0.887,6.280056,10.551606,0,1.846057,3.014444,12.29305,
0.888,6.290608,10.553449,0,1.838612,3.008821,12.293809,
0.889,6.301162,10.555284,0,1.831196,3.00322,12.294565,
0.89,6.311719,10.557111,0,1.823811,2.997641,12.295318,
0.891,6.322277,10.558931,0,1.816455,2.992085,12.296068,
0.892,6.332837,10.560744,0,1.809129,2.986552,12.296815,
0.893,6.343398,10.562549,0,1.801833,2.981041,12.297559,
0.894,6.353962,10.564348,0,1.794566,2.975552,12.2983,
0.895,6.364527,10.566139,0,1.787328,2.970085,12.299038,
0.896,6.375094,10.567922,0,1.78012,2.964641,12.299774,
0.897,6.385663,10.569699,0,1.77294,2.959218,12.300506,
0.898,6.396233,10.571468,0,1.76579,2.953817,12.301235,
0.899,6.406806,10.57323,0,1.758668,2.948438,12.301961,
0.9,6.41738,10.574986,0,1.751575,2.943081,12.302684,
0.901,6.427956,10.576734,0,1.744511,2.937745,12.303404,
0.902,6.438533,10.578475,0,1.737475,2.932431,12.304122,
0.903,6.449113,10.580209,0,1.730467,2.927138,12.304836,
0.904,6.459694,10.581936,0,1.723488,2.921866,12.305548,
0.905,6.470276,10.583656,0,1.716537,2.916616,12.306257,
0.906,6.480861,10.585369,0,1.709614,2.911387,12.306963,
0.907,6.491447,10.587075,0,1.702719,2.906179,12.307666,
0.908,6.502035,10.588774,0,1.695852,2.900992,12.308366,
0.909,6.512625,10.590466,0,1.689012,2.895826,12.309063,
0.91,6.523216,10.592152,0,1.6822,2.890681,12.309758,
0.911,6.533809,10.593831,0,1.675416,2.885556,12.31045,
0.912,6.544404,10.595503,0,1.668659,2.880453,12.311139,
0.913,6.555,10.597168,0,1.661929,2.875369,12.311825,
0.914,6.565598,10.598827,0,1.655226,2.870307,12.312509,
0.915,6.576198,10.600479,0,1.64855,2.865264,12.313189,
0.916,6.586799,10.602124,0,1.641901,2.860243,12.313867,
0.917,6.597402,10.603762,0,1.635279,2.855241,12.314542,
0.918,6.608007,10.605394,0,1.628684,2.850259,12.315215,
0.919,6.618613,10.60702,0,1.622115,2.845298,12.315885,
0.92,6.629221,10.608639,0,1.615573,2.840357,12.316552,
0.921,6.63983,10.610251,0,1.609057,2.835435,12.317216,
0.922,6.650441,10.611857,0,1.602568,2.830533,12.317878,
0.923,6.661054,10.613456,0,1.596104,2.825652,12.318537,
0.924,6.671668,10.615049,0,1.589667,2.820789,12.319193,
0.925,6.682284,10.616635,0,1.583256,2.815947,12.319847,
0.926,6.692901,10.618215,0,1.57687,2.811124,12.320498,
0.927,6.70352,10.619789,0,1.570511,2.80632,12.321147,
0.928,6.714141,10.621356,0,1.564177,2.801536,12.321793,
0.929,6.724763,10.622917,0,1.557868,2.796771,12.322436,
0.93,6.735387,10.624472,0,1.551585,2.792025,12.323077,
0.931,6.746012,10.626021,0,1.545327,2.787299,12.323715,
0.932,6.756639,10.627563,0,1.539095,2.782591,12.32435,
0.933,6.767267,10.629099,0,1.532887,2.777903,12.324983,
0.934,6.777897,10.630629,0,1.526705,2.773233,12.325614,
0.935,6.788528,10.632152,0,1.520548,2.768583,12.326241,
0.936,6.799161,10.63367,0,1.514415,2.763951,12.326867,
0.937,6.809796,10.635181,0,1.508307,2.759337,12.327489,
0.938,6.820432,10.636686,0,1.502224,2.754742,12.32811,
0.939,6.831069,10.638186,0,1.496165,2.750166,12.328728,
0.94,6.841708,10.639679,0,1.490131,2.745609,12.329343,
0.941,6.852348,10.641166,0,1.484121,2.741069,12.329956,
0.942,6.86299,10.642647,0,1.478136,2.736548,12.330566,
0.943,6.873634,10.644122,0,1.472174,2.732045,12.331174,
0.944,6.884278,10.645591,0,1.466237,2.727561,12.331779,
0.945,6.894925,10.647055,0,1.460323,2.723094,12.332382,
0.946,6.905573,10.648512,0,1.454433,2.718646,12.332983,
0.947,6.916222,10.649963,0,1.448567,2.714215,12.333581,
0.948,6.926872,10.651409,0,1.442725,2.709802,12.334177,
0.949,6.937525,10.652849,0,1.436907,2.705407,12.33477,
0.95,6.948178,10.654283,0,1.431111,2.70103,12.335361,
0.951,6.958833,10.655711,0,1.425339,2.696671,12.335949,
0.952,6.96949,10.657134,0,1.419591,2.692329,12.336536,
0.953,6.980147,10.65855,0,1.413865,2.688004,12.337119,
0.954,6.990807,10.659961,0,1.408163,2.683697,12.337701,
0.955,7.001467,10.661367,0,1.402484,2.679407,12.33828,
0.956,7.012129,10.662766,0,1.396827,2.675135,12.338857,
0.957,7.022793,10.66416,0,1.391194,2.67088,12.339431,
0.958,7.033458,10.665549,0,1.385583,2.666642,12.340003,
0.959,7.044124,10.666931,0,1.379995,2.662421,12.340573,
0.96,7.054792,10.668309,0,1.374429,2.658217,12.341141,
0.961,7.065461,10.66968,0,1.368886,2.65403,12.341706,
0.962,7.076131,10.671046,0,1.363365,2.64986,12.342269,
0.963,7.086803,10.672407,0,1.357866,2.645707,12.34283,
0.964,7.097476,10.673762,0,1.35239,2.641571,12.343388,
0.965,7.10815,10.675112,0,1.346936,2.637451,12.343944,
0.966,7.118826,10.676456,0,1.341503,2.633348,12.344498,
0.967,7.129503,10.677795,0,1.336093,2.629261,12.34505,
0.968,7.140182,10.679128,0,1.330704,2.625191,12.345599,
0.969,7.150861,10.680456,0,1.325337,2.621138,12.346146,
0.97,7.161542,10.681779,0,1.319992,2.6171,12.346691,
0.971,7.172225,10.683096,0,1.314668,2.613079,12.347234,
0.972,7.182909,10.684408,0,1.309366,2.609074,12.347775,
0.973,7.193594,10.685715,0,1.304085,2.605086,12.348313,
0.974,7.20428,10.687016,0,1.298826,2.601113,12.34885,
0.975,7.214968,10.688313,0,1.293587,2.597156,12.349384,
0.976,7.225657,10.689604,0,1.28837,2.593216,12.349916,
0.977,7.236347,10.690889,0,1.283174,2.589291,12.350446,
0.978,7.247039,10.69217,0,1.277999,2.585382,12.350973,
0.979,7.257731,10.693445,0,1.272844,2.581489,12.351499,
0.98,7.268425,10.694716,0,1.267711,2.577612,12.352022,
0.981,7.279121,10.695981,0,1.262598,2.57375,12.352544,
0.982,7.289817,10.697241,0,1.257506,2.569904,12.353063,
0.983,7.300515,10.698496,0,1.252434,2.566073,12.35358,
0.984,7.311214,10.699746,0,1.247383,2.562258,12.354095,
0.985,7.321915,10.700991,0,1.242352,2.558458,12.354608,
0.986,7.332616,10.70223,0,1.237341,2.554673,12.355119,
0.987,7.343319,10.703465,0,1.232351,2.550904,12.355628,
0.988,7.354023,10.704695,0,1.227381,2.54715,12.356135,
0.989,7.364729,10.70592,0,1.222431,2.543411,12.35664,
0.99,7.375435,10.70714,0,1.2175,2.539687,12.357142,
0.991,7.386143,10.708355,0,1.21259,2.535978,12.357643,
0.992,7.396852,10.709565,0,1.2077,2.532284,12.358142,
0.993,7.407562,10.71077,0,1.202829,2.528605,12.358638,
0.994,7.418273,10.711971,0,1.197978,2.524941,12.359133,
0.995,7.428986,10.713166,0,1.193146,2.521292,12.359626,
0.996,7.4397,10.714357,0,1.188334,2.517657,12.360116,
0.997,7.450415,10.715543,0,1.183541,2.514037,12.360605,
0.998,7.461131,10.716724,0,1.178768,2.510432,12.361092,
0.999,7.471848,10.717901,0,1.174014,2.506841,12.361576,
